number,theme,subtheme,year,set_name,minifigs,pieces,price,value_new,value_used,launch_date,eol_date,category,numeric_data_nan,price_unadjusted,value_change_per
8295-1,Technic,,2008,Telescopic Handler,,1182.0,113.28691628620572,183.0,83.14,2008-01-08,2009-12-31,set,False,89.99,0.6153674757786909
8294-1,Technic,,2008,Excavator,,720.0,75.52041457950308,176.7,58.35,2008-01-08,2009-12-31,set,False,59.99,1.3397646978484405
8293-1,Power Functions,Technic,2008,LEGO® Power Functions Motor Set,,10.0,37.75391287280041,71.24,56.32,2008-01-08,2013-12-31,set,False,29.99,0.8869567305518798
7649-1,Space,Mars Mission,2008,MT-201 Ultra-Drill Walker,3.0,759.0,88.10924848173727,325.0,169.05,2008-01-08,2008-12-31,set,False,69.99,2.6886025655679493
8689-1,Bionicle,Mistika,2008,Toa Tahu,,73.0,16.35289523900225,79.65,27.29,2008-01-08,2009-07-31,set,False,12.99,3.870697135638211
8495-1,Racers,Tiny Turbos,2008,Crosstown Craze,,503.0,50.342746775034634,71.79,50.0,2008-01-06,2009-07-31,set,False,39.99,0.4260246927090842
8634-1,Agents,,2008,Turbocar Chase,3.0,498.0,62.93158067726886,81.17,41.99,2008-01-06,2009-12-31,set,False,49.99,0.2898134629140013
5609-1,Duplo,LEGO Ville,2008,Deluxe Train Set,3.0,116.0,151.05341799290838,153.24,48.95,2008-01-06,2013-05-31,set,False,119.99,0.014475554649112841
5608-1,Duplo,LEGO Ville,2008,Train Starter Set,3.0,64.0,75.52041457950308,75.46,45.29,2008-01-06,2013-05-31,set,False,59.99,-0.0007999767988493786
5593-1,Duplo,LEGO Ville,2008,Circus,3.0,61.0,62.93158067726886,127.5,48.58,2008-01-06,2010-12-31,set,False,49.99,1.0260098130040058
8297-1,Technic,,2008,Off-Roader,,1097.0,151.05341799290838,282.65,103.49,2008-01-08,2010-12-31,set,False,119.99,0.8711923487442685
7671-1,Star Wars,Episode III,2008,AT-AP Walker,2.0,392.0,50.342746775034634,115.09,51.46,2008-01-01,2009-12-31,set,False,39.99,1.286128734975463
4837-1,Creator,3 in 1,2008,Mini Trains,,73.0,6.281828117214874,17.75,7.3,2008-01-01,2009-12-31,set,False,4.99,1.8256105816326729
7041-1,Castle,Fantasy Era,2008,Troll Battle Wheel,6.0,508.0,50.342746775034634,130.0,109.02,2008-01-02,2008-12-31,set,False,39.99,1.582298510268574
7676-1,Star Wars,The Clone Wars,2008,Republic Attack Gunship,7.0,1034.0,151.05341799290838,543.89,283.93,2008-07-26,2010-06-30,set,False,119.99,2.600646759449921
7675-1,Star Wars,The Clone Wars,2008,AT-TE Walker,6.0,798.0,113.28691628620572,407.53,228.82,2008-07-26,2010-06-30,set,False,89.99,2.597326269967704
7674-1,Star Wars,The Clone Wars,2008,V-19 Torrent,1.0,471.0,69.22599762838597,229.24,98.26,2008-07-26,2009-12-31,set,False,54.99,2.3114726815580138
7723-1,City,Police,2008,Police Pontoon Plane,1.0,215.0,50.342746775034634,58.18,19.11,2008-02-22,2008-12-31,set,False,39.99,0.1556779025186588
10189-1,Creator Expert,Buildings,2008,Taj Mahal,,5922.0,377.6524282331243,750.0,342.63,2008-01-10,2010-12-31,set,False,299.99,0.9859530720057389
10188-1,Star Wars,Ultimate Collector Series,2008,Death Star,24.0,3803.0,503.5407672554665,551.93,420.56,2008-01-09,2010-12-31,set,False,399.99,0.0960979445781073
9641-1,Education,,2008,Pneumatics Add-On Set,,31.0,69.2385864622882,133.28,81.68,2008-01-09,2009-03-25,set,False,55.0,0.9249382000684386
7673-1,Star Wars,The Clone Wars,2008,Magna Guard Starfighter,2.0,431.0,56.63716372615174,112.61,67.97,2008-07-26,2009-12-31,set,False,44.99,0.9882704675058308
7678-1,Star Wars,The Clone Wars,2008,Droid Gunship,3.0,329.0,37.75391287280041,70.4,42.68,2008-07-26,2008-12-31,set,False,29.99,0.8647073811180848
7679-1,Star Wars,The Clone Wars,2008,Republic Fighter Tank,2.0,592.0,62.93158067726886,245.37,111.07,2008-07-26,2009-12-31,set,False,49.99,2.8989962966022973
7038-1,Castle,Fantasy Era,2008,Troll Assault Wagon,4.0,161.0,25.1650789705662,78.26,32.89,2008-01-02,2009-12-31,set,False,19.99,2.1098650670452956
7681-1,Star Wars,The Clone Wars,2008,Separatist Spider Droid,5.0,206.0,37.75391287280041,146.88,83.24,2008-07-26,2009-12-31,set,False,29.99,2.8904576724236404
8943-1,Bionicle,Battle Vehicles,2008,Axalara T9,,693.0,100.69808238397151,287.85,105.11,2008-01-08,2009-12-31,set,False,79.99,1.858545000910744
7680-1,Star Wars,The Clone Wars,2008,The Twilight,4.0,882.0,125.87575018843994,261.16,134.04,2008-07-26,2009-12-31,set,False,99.99,1.0747443380399746
8942-2,Bionicle,Battle Vehicles,2008,Jetrax T6,,422.0,62.93158067726886,450.0,190.0,2008-01-08,2009-12-31,set,False,49.99,6.150622869425903
5615-1,Castle,Fantasy Era,2008,The Knight,1.0,21.0,4.393503031879742,15.53,9.54,2008-01-01,2009-06-30,set,False,3.49,2.5347648305492467
8941-1,Bionicle,Battle Vehicles,2008,Rockoh T3,,390.0,50.342746775034634,90.48,55.75,2008-01-08,2009-12-31,set,False,39.99,0.7972797631469277
7731-1,City,Cargo,2008,Mail Van,1.0,66.0,10.058478287885139,38.21,11.5,2008-01-01,2008-12-31,set,False,7.99,2.7987853536475553
7732-1,City,Cargo,2008,Air Mail,1.0,88.0,18.870662019449092,37.95,12.69,2008-01-01,2009-12-31,set,False,14.99,1.0110582215338682
7733-1,City,Cargo,2008,Truck & Forklift,2.0,343.0,31.459495921683306,100.78,37.02,2008-01-01,2009-12-31,set,False,24.99,2.2034842595980018
7734-1,City,Cargo,2008,Cargo Plane,3.0,463.0,62.93158067726886,226.74,72.65,2008-01-01,2009-12-31,set,False,49.99,2.602960509808065
7744-1,City,Police,2008,Police Headquarters,7.0,953.0,113.28691628620572,236.35,93.34,2008-01-01,2010-12-31,set,False,89.99,1.0862956442638994
8028-1,Star Wars,Mini Building Set,2008,TIE Fighter,,44.0,6.281828117214874,5.09,3.28,2008-01-01,2013-12-31,set,False,4.99,-0.18972631771772927
8291-1,Technic,,2008,Dirt Bike,,248.0,31.459495921683306,59.95,26.63,2008-01-01,2009-12-31,set,False,24.99,0.905624939103991
8292-1,Technic,,2008,Cherry Picker,,726.0,75.52041457950308,225.7,67.37,2008-01-01,2009-12-31,set,False,59.99,1.9885958817452913
8296-1,Technic,,2008,Dune Buggy,,199.0,25.1650789705662,51.3,13.67,2008-01-01,2008-12-31,set,False,19.99,1.0385392018837674
8686-1,Bionicle,Phantoka,2008,Toa Lewa,,52.0,16.35289523900225,61.11,24.74,2008-01-01,2008-12-31,set,False,12.99,2.7369529436139493
8687-1,Bionicle,Phantoka,2008,Toa Pohatu,,68.0,16.35289523900225,72.0,21.27,2008-01-01,2008-12-31,set,False,12.99,3.4028900661136365
8691-1,Bionicle,Phantoka,2008,Antroz,,53.0,16.35289523900225,72.0,26.38,2008-01-01,2008-12-31,set,False,12.99,3.4028900661136365
8692-1,Bionicle,Phantoka,2008,Vamprah,,49.0,16.35289523900225,57.67,25.02,2008-01-01,2008-12-31,set,False,12.99,2.526592640455187
8693-1,Bionicle,Phantoka,2008,Chirox,,49.0,16.35289523900225,72.0,26.44,2008-01-01,2008-12-31,set,False,12.99,3.4028900661136365
8697-1,Bionicle,Warriors,2008,Toa Ignika,,140.0,25.1650789705662,181.61,76.34,2008-01-01,2008-12-31,set,False,19.99,6.216746675518734
7040-1,Castle,Fantasy Era,2008,Dwarves' Mine Defender,3.0,86.0,12.576245068331984,46.35,20.4,2008-01-03,2009-12-31,set,False,9.99,2.6855197833821722
7037-1,Castle,Fantasy Era,2008,Tower Raid,5.0,364.0,37.75391287280041,117.51,62.37,2008-01-03,2009-12-31,set,False,29.99,2.1125250618634395
8953-1,Bionicle,Warriors,2008,Makuta Icarax,,159.0,25.1650789705662,235.01,111.29,2008-01-02,2008-12-31,set,False,19.99,8.338734850579028
7048-1,Castle,Fantasy Era,2008,Troll Warship,9.0,493.0,100.69808238397151,339.75,156.13,2008-01-02,2009-12-31,set,False,79.99,2.373947069860779
8685-1,Bionicle,Phantoka,2008,Toa Kopaka,,54.0,16.35289523900225,78.06,20.8,2008-01-01,2008-12-31,set,False,12.99,3.7734666466782016
7672-1,Star Wars,Legends,2008,Rogue Shadow,3.0,482.0,62.93158067726886,241.43,106.35,2008-01-01,2009-12-31,set,False,49.99,2.836388620812213
8256-1,Technic,,2009,Go-Kart,,144.0,18.931309908124046,82.58,9.12,2009-01-01,2010-12-31,set,False,14.99,3.3620858990091445
8260-1,Technic,,2009,Tractor,,104.0,12.616663507815824,28.36,6.22,2009-01-01,2010-12-31,set,False,9.99,1.2478209062508028
8262-1,Technic,,2009,Quad-Bike,,308.0,50.50454190966515,79.51,17.19,2009-01-01,2010-12-31,set,False,39.99,0.5743138536374691
8259-1,Technic,,2009,Mini Bulldozer,,165.0,12.616663507815824,27.59,8.46,2009-01-01,2010-12-31,set,False,9.99,1.1867905078793952
8962-1,Power Miners,,2009,Crystal King,2.0,168.0,25.245956308432262,78.09,24.84,2009-01-06,2010-12-31,set,False,19.99,2.093168626530404
8017-1,Star Wars,Episode IV,2009,Darth Vader's TIE Fighter,1.0,251.0,37.8752491090487,151.07,50.64,2009-01-01,2010-12-31,set,False,29.99,2.9886206309837355
8401-1,City,General,2009,City Minifigure Collection,4.0,60.0,12.616663507815824,21.44,7.92,2009-01-01,2010-12-31,set,False,9.99,0.6993399234843871
8956-1,Power Miners,,2009,Stone Chopper,2.0,31.0,7.564946387569249,25.19,6.25,2009-01-01,2009-12-31,set,False,5.99,2.329831926025585
8957-1,Power Miners,,2009,Mine Mech,2.0,67.0,10.090804947692536,36.39,9.79,2009-01-01,2009-12-31,set,False,7.99,2.606253434550957
8018-1,Star Wars,The Clone Wars,2009,Armored Assault Tank (AAT),7.0,407.0,63.1338347102816,198.03,64.13,2009-01-01,2010-12-31,set,False,49.99,2.1366699157234943
8183-1,Racers,Remote Control,2009,Track Turbo RC,,92.0,50.50454190966515,112.05,32.25,2009-01-01,2010-12-31,set,False,39.99,1.2186123418447794
8398-1,City,General,2009,BBQ Stand,1.0,22.0,4.407623187415139,11.78,4.2,2009-01-01,2010-05-31,set,False,3.49,1.6726422607165767
8123-1,Racers,Tiny Turbos,2009,Ferrari F1 Racers,,139.0,18.931309908124046,38.94,10.0,2009-01-01,2009-12-31,set,False,14.99,1.0569099649723428
8019-1,Star Wars,The Clone Wars,2009,Republic Attack Shuttle,3.0,636.0,75.76312751089803,244.04,86.57,2009-01-01,2010-12-31,set,False,59.99,2.221091948255389
8959-1,Power Miners,,2009,Claw Digger,2.0,197.0,25.245956308432262,54.5,18.45,2009-01-01,2009-12-31,set,False,19.99,1.158761559046062
5489-1,Bricks and More,,2009,Ultimate LEGO Vehicle Building Set,1.0,675.0,56.81918830997337,50.77,34.95,2009-01-06,2011-12-31,set,False,44.99,-0.10646382832807141
8960-1,Power Miners,,2009,Thunder Driller,3.0,235.0,37.8752491090487,105.43,23.27,2009-01-01,2010-07-31,set,False,29.99,1.7836120548395795
5560-1,Bricks and More,,2009,Large Pink Brick Box,1.0,402.0,37.8752491090487,36.89,19.9,2009-01-06,2013-12-31,set,False,29.99,-0.02601300670556694
10196-1,Creator Expert,Fairground,2009,Grand Carousel,9.0,3263.0,315.7196907226104,2027.34,787.29,2009-01-07,2010-05-31,set,False,249.99,5.421328981286789
8992-1,Bionicle,Vehicles/Creatures,2009,Cendox V1,,151.0,25.245956308432262,57.2,27.66,2009-01-07,2010-07-31,set,False,19.99,1.2657093794024727
8989-1,Bionicle,Glatorian Legends,2009,Mata Nui,,52.0,16.405451348000756,99.87,30.35,2009-01-07,2010-07-31,set,False,12.99,5.087610629022445
8988-1,Bionicle,Glatorian Legends,2009,Gelu,,52.0,16.405451348000756,44.99,16.69,2009-01-07,2010-07-31,set,False,12.99,1.7423811174498829
8987-1,Bionicle,Glatorian Legends,2009,Kiina,,43.0,16.405451348000756,36.72,19.56,2009-01-07,2010-07-31,set,False,12.99,1.2382803874807666
8986-1,Bionicle,Glatorian Legends,2009,Vastus,,52.0,16.405451348000756,32.99,16.54,2009-01-07,2010-07-31,set,False,12.99,1.0109169385345997
8016-1,Star Wars,The Clone Wars,2009,Hyena Droid Bomber,3.0,232.0,25.245956308432262,85.24,28.93,2009-01-01,2010-12-31,set,False,19.99,2.3763822989557126
8984-1,Bionicle,Glatorian Legends,2009,Stronius,,55.0,16.405451348000756,41.27,17.57,2009-01-07,2010-07-31,set,False,12.99,1.5156272219861453
8033-1,Star Wars,The Clone Wars,2009,General Grievous' Starfighter,,44.0,5.039087827445961,7.11,2.9,2009-01-01,2010-12-31,set,False,3.99,0.4109696523395727
7630-1,City,Construction,2009,Front-End Loader,1.0,108.0,16.405451348000756,41.51,12.12,2009-01-01,2011-07-31,set,False,12.99,1.5302565055644508
10194-1,Creator Expert,Trains,2009,Emerald Night,3.0,1085.0,126.28029871336379,665.01,512.84,2009-01-04,2011-12-31,set,False,99.99,4.266142120153414
3833-1,SpongeBob SquarePants,,2009,Krusty Krab Adventures,3.0,209.0,31.560602708740483,148.77,40.45,2009-01-01,2012-07-31,set,False,24.99,3.7137883066725856
7747-1,City,Town,2009,Wind Turbine Transport,2.0,444.0,75.76312751089803,140.28,65.46,2009-01-07,2010-12-31,set,False,59.99,0.8515603118393131
8707-1,Power Miners,,2009,Boulder Blaster,2.0,293.0,34.08646126886377,157.42,45.01,2009-01-02,2009-12-31,set,False,26.99,3.6182558746218416
21004-1,Architecture,Architect Series,2009,Solomon Guggenheim Museum,,208.0,50.50454190966515,120.67,44.76,2009-01-05,2011-04-30,set,False,39.99,1.389290060601602
10195-1,Star Wars,The Clone Wars,2009,Republic Dropship with AT-OT Walker,8.0,1758.0,315.7196907226104,1309.14,702.48,2009-01-05,2011-12-31,set,False,249.99,3.1465262968035894
8184-1,Racers,Remote Control,2009,Twin X-treme RC,,239.0,71.87516716320371,120.0,45.39,2009-01-03,2009-12-31,set,False,56.911474219439626,0.669561334410832
7637-1,City,Farm,2009,Farm,3.0,609.0,113.65100591274735,259.28,140.02,2009-01-03,2011-07-31,set,False,89.99,1.2813700408340913
7636-1,City,Farm,2009,Combine Harvester,1.0,360.0,56.81918830997337,198.28,85.64,2009-01-03,2010-12-31,set,False,44.99,2.4896661831615123
7634-1,City,Farm,2009,Tractor,1.0,78.0,16.405451348000756,49.6,17.23,2009-01-03,2011-07-31,set,False,12.99,2.023385272849837
5635-1,Duplo,LEGO Ville,2009,Big City Zoo,4.0,125.0,113.65100591274735,203.66,44.95,2009-01-03,2011-12-31,set,False,89.99,0.7919771001090369
5634-1,Duplo,LEGO Ville,2009,Feeding Zoo,3.0,53.0,63.1338347102816,80.37,50.71,2009-01-03,2011-12-31,set,False,49.99,0.27300995367720676
3596-1,Duplo,Bob the Builder,2009,Muck Can Do It,1.0,39.0,37.8752491090487,34.95,20.0,2009-01-03,2009-12-31,set,False,29.99,-0.07723379193167695
8972-1,Bionicle,Agori,2009,Atakus,,13.0,8.827875667630893,55.63,7.35,2009-01-01,2009-12-31,set,False,6.99,5.301629304089331
5488-1,Duplo,,2009,Duplo Farm Building Set,2.0,102.0,50.50454190966515,55.27,,2009-01-06,2010-12-31,set,False,39.99,0.0943570203816239
8961-1,Power Miners,,2009,Crystal Sweeper,4.0,474.0,88.39242031151446,234.49,77.32,2009-01-01,2009-12-31,set,False,69.99,1.6528292717136304
8958-1,Power Miners,,2009,Granite Grinder,2.0,94.0,12.616663507815824,63.35,10.65,2009-01-01,2009-12-31,set,False,9.99,4.021137320556713
8014-1,Star Wars,The Clone Wars,2009,Clone Walker Battle Pack,4.0,72.0,15.142522067939113,64.8,30.86,2009-01-01,2010-12-31,set,False,11.99,3.2793399744947
7751-1,Star Wars,The Clone Wars,2009,Ahsoka's Starfighter and Vulture Droid,4.0,291.0,50.50454190966515,151.53,119.24,2009-01-01,2009-12-31,set,False,39.99,2.0003242138307846
7685-1,City,Construction,2009,Dozer,1.0,352.0,50.50454190966515,73.14,30.53,2009-01-01,2009-12-31,set,False,39.99,0.4481865835120674
7683-1,Indiana Jones,Raiders of the Lost Ark,2009,Fight on the Flying Wing,4.0,376.0,63.1338347102816,316.74,135.62,2009-01-01,2009-12-31,set,False,49.99,4.016961213484117
7682-1,Indiana Jones,Temple of Doom,2009,Shanghai Chase,5.0,244.0,37.8752491090487,174.94,79.65,2009-01-01,2009-12-31,set,False,29.99,3.6188475089977805
8015-1,Star Wars,The Clone Wars,2009,Assassin Droids Battle Pack,5.0,94.0,15.142522067939113,31.66,11.12,2009-01-01,2010-12-31,set,False,11.99,1.0908009813657749
7632-1,City,Construction,2009,Crawler Crane,2.0,481.0,75.76312751089803,145.48,75.53,2009-01-01,2010-12-31,set,False,59.99,0.9201952820529175
6747-1,Creator,3 in 1,2009,Race Rider,,266.0,25.245956308432262,43.73,11.09,2009-01-01,2010-12-31,set,False,19.99,0.7321585867354916
6742-1,Creator,3 in 1,2009,Mini Off-Roader,,64.0,7.564946387569249,8.38,3.32,2009-01-01,2010-12-31,set,False,5.99,0.10774083128600247
6741-1,Creator,3 in 1,2009,Mini Jet,,63.0,7.564946387569249,13.59,2.7,2009-01-01,2010-12-31,set,False,5.99,0.796443663147586
3834-1,SpongeBob SquarePants,,2009,Good Neighbours at Bikini Bottom,3.0,425.0,50.50454190966515,246.52,50.54,2009-01-01,2011-12-31,set,False,39.99,3.8811451540524313
8265-1,Technic,,2009,Front Loader,,1061.0,101.02171311213091,250.0,98.82,2009-01-08,2010-12-31,set,False,79.99,1.4747155071752536
6751-1,Creator,3 in 1,2009,Fiery Legend,,479.0,50.50454190966515,58.88,47.88,2009-01-07,2010-12-31,set,False,39.99,0.16583574018581537
8037-1,Star Wars,The Clone Wars,2009,Anakin's Y-wing Starfighter,3.0,570.0,75.76312751089803,206.29,105.92,2009-01-06,2010-12-31,set,False,59.99,1.7228284625700874
8970-1,Agents,,2009,Robo Attack,6.0,414.0,63.1338347102816,79.37,49.94,2009-01-06,2009-12-31,set,False,49.99,0.2571705863302215
6194-1,Bricks and More,,2009,My LEGO Town,2.0,516.0,37.8752491090487,32.44,,2009-01-06,2011-12-31,set,False,29.99,-0.14350398312628337
5974-1,Space,Space Police 3,2009,Galactic Enforcer,7.0,825.0,126.28029871336379,171.35,97.94,2009-01-06,2010-12-31,set,False,99.99,0.3569020801014833
5973-1,Space,Space Police 3,2009,Hyperspeed Pursuit,3.0,456.0,63.1338347102816,81.68,59.17,2009-01-06,2010-12-31,set,False,49.99,0.2937595249017575
5972-1,Space,Space Police 3,2009,Container Heist,2.0,282.0,37.8752491090487,100.33,28.83,2009-01-06,2010-12-31,set,False,29.99,1.648959475121455
5971-1,Space,Space Police 3,2009,Gold Heist,2.0,205.0,25.245956308432262,60.0,18.71,2009-01-06,2010-12-31,set,False,19.99,1.3766182301424539
5970-1,Space,Space Police 3,2009,Freeze Ray Frenzy,2.0,80.0,12.616663507815824,22.03,8.19,2009-01-06,2010-12-31,set,False,9.99,0.7461034754832577
8963-1,Power Miners,,2009,Rock Wrecker,2.0,225.0,44.18989550935693,65.0,31.68,2009-01-06,2010-12-31,set,False,34.99,0.4709245009696088
5969-1,Space,Space Police 3,2009,Squidman Escape,2.0,42.0,7.564946387569249,13.32,5.87,2009-01-06,2010-12-31,set,False,5.99,0.7607527294426673
7638-1,City,Traffic,2009,Tow Truck,1.0,129.0,16.405451348000756,41.6,10.65,2009-01-06,2010-12-31,set,False,12.99,1.5357424869063152
7639-1,City,Traffic,2009,Camper,2.0,165.0,21.457168468247332,47.5,12.29,2009-01-06,2011-12-31,set,False,16.99,1.213712404331973
7199-1,Indiana Jones,Temple of Doom,2009,The Temple of Doom,6.0,652.0,113.65100591274735,429.27,218.06,2009-01-06,2010-12-31,set,False,89.99,2.777089314366131
8182-1,Racers,Tiny Turbos,2009,Monster Crushers,,388.0,50.50454190966515,152.15,33.0,2009-01-06,2009-12-31,set,False,39.99,2.012600337453665
8400-1,Space,Space Police 3,2009,Space Speeder,1.0,14.0,4.407623187415139,10.35,5.5,2009-01-06,2009-12-31,set,False,3.49,1.348204363193257
8399-1,Space,Space Police 3,2009,K-9 Bot,1.0,22.0,4.407623187415139,13.52,7.55,2009-01-06,2009-12-31,set,False,3.49,2.0674128493113852
8186-1,Racers,Tiny Turbos,2009,Street Extreme,,757.0,88.39242031151446,137.75,49.36,2009-01-06,2010-12-31,set,False,69.99,0.5583915398462732
8185-1,Racers,Ferrari,2009,Ferrari Truck,5.0,534.0,101.02171311213091,247.0,71.07,2009-01-06,2010-12-31,set,False,79.99,1.4450189210891506
7641-1,City,Town,2009,City Corner,5.0,483.0,75.76312751089803,99.07,52.43,2009-01-06,2011-12-31,set,False,59.99,0.30762817289649796
8169-1,Racers,Lamborghini,2009,Lamborghini Gallardo LP 560-4,,741.0,75.76312751089803,333.05,111.8,2009-01-06,2010-12-31,set,False,59.99,3.3959378518540295
8402-1,City,Traffic,2009,Sports Car,1.0,68.0,12.616663507815824,14.57,5.61,2009-01-06,2010-12-31,set,False,9.99,0.15482195359923132
8039-1,Star Wars,The Clone Wars,2009,Venator-Class Republic Attack Cruiser,5.0,1170.0,151.53888431459666,576.05,250.86,2009-01-06,2011-12-31,set,False,119.99,2.8013345723472054
8036-1,Star Wars,The Clone Wars,2009,Separatist Shuttle,5.0,259.0,37.8752491090487,94.4,42.29,2009-01-06,2010-12-31,set,False,29.99,1.492392848115871
7749-1,Star Wars,Episode V,2009,Echo Base,5.0,155.0,31.560602708740483,50.71,28.51,2009-01-06,2010-12-31,set,False,24.99,0.6067500506242306
7748-1,Star Wars,The Clone Wars,2009,Corporate Alliance Tank Droid,4.0,216.0,31.560602708740483,77.34,38.39,2009-01-06,2010-12-31,set,False,24.99,1.4505235439810296
7686-1,City,Traffic,2009,Helicopter Transporter,3.0,377.0,50.50454190966515,81.67,29.62,2009-01-06,2009-12-31,set,False,39.99,0.6170822843236334
7642-1,City,Traffic,2009,Garage,4.0,953.0,126.28029871336379,269.92,88.16,2009-01-06,2010-12-31,set,False,99.99,1.1374672276684705
8038-1,Star Wars,Episode VI,2009,The Battle of Endor,12.0,890.0,126.28029871336379,221.6,166.4,2009-01-06,2011-12-31,set,False,99.99,0.7548263843039902
7752-1,Star Wars,The Clone Wars,2009,Count Dooku's Solar Sailer,4.0,385.0,69.44848111058981,166.08,99.65,2009-01-02,2010-12-31,set,False,54.99,1.391412991963555
7078-1,Castle,Fantasy Era,2009,King's Battle Chariot,4.0,103.0,25.245956308432262,78.8,42.06,2009-01-06,2010-07-31,set,False,19.99,2.1212919422537557
7079-1,Castle,Fantasy Era,2009,Drawbridge Defense,7.0,335.0,50.50454190966515,232.75,129.04,2009-01-06,2010-07-31,set,False,39.99,3.608496408428134
7195-1,Indiana Jones,Raiders of the Lost Ark,2009,Ambush In Cairo,4.0,79.0,13.879592787877469,66.56,37.16,2009-01-06,2010-07-31,set,False,10.99,3.795529740478695
7196-1,Indiana Jones,Kingdom of the Crystal Skull,2009,Chauchilla Cemetery Battle,5.0,187.0,25.245956308432262,113.65,56.75,2009-01-06,2010-07-31,set,False,19.99,3.501711030928165
8969-1,Agents,,2009,4-Wheeling Pursuit,2.0,320.0,37.8752491090487,40.32,18.72,2009-01-06,2009-12-31,set,False,29.99,0.06454745377152454
8968-1,Agents,,2009,River Heist,3.0,203.0,25.245956308432262,33.58,15.05,2009-01-06,2009-12-31,set,False,19.99,0.3301140028030599
7778-1,Star Wars,Episode IV,2009,Midi-scale Millennium Falcon,,356.0,50.50454190966515,108.29,47.43,2009-01-07,2010-12-31,set,False,39.99,1.1441635921318265
3836-1,Games,,2009,Magikus ,,108.0,12.616663507815824,10.0,,2009-01-08,2011-07-31,set,False,9.99,-0.20739742374795384
3837-1,Games,,2009,Monster 4,,141.0,18.931309908124046,18.0,,2009-01-08,2011-07-31,set,False,14.99,-0.049194161029733625
3838-1,Games,,2009,Lava Dragon ,4.0,131.0,18.931309908124046,9.0,4.08,2009-01-08,2011-12-31,set,False,14.99,-0.5245970805148668
8258-1,Technic,,2009,Crane Truck,,1877.0,189.426762716446,449.38,219.9,2009-01-08,2011-12-31,set,False,149.99,1.3723152608202438
5547-1,Duplo,Thomas the Tank Engine,2009,James Celebrates Sodor Day,2.0,34.0,37.8752491090487,43.65,30.0,2009-01-06,2009-12-31,set,False,29.99,0.1524676675874763
7754-1,Star Wars,Episode VI,2009,Home One Mon Calamari Star Cruiser,6.0,789.0,138.90959151398022,157.37,115.15,2009-01-08,2010-12-31,set,False,109.99,0.13289513189707913
7753-1,Star Wars,The Clone Wars,2009,Pirate Tank,3.0,372.0,50.50454190966515,95.94,56.69,2009-01-08,2010-12-31,set,False,39.99,0.899631129643803
6754-1,Creator,3 in 1,2009,Family Home,,976.0,75.76312751089803,142.45,80.78,2009-01-08,2010-12-31,set,False,59.99,0.8802022128707594
6753-1,Creator,3 in 1,2009,Highway Transport,,1294.0,113.65100591274735,184.36,87.23,2009-01-08,2010-12-31,set,False,89.99,0.6221589815187177
6752-1,Creator,3 in 1,2009,Fire Rescue,,771.0,75.76312751089803,80.0,53.96,2009-01-08,2010-12-31,set,False,59.99,0.055922618670837254
8971-1,Agents,,2009,Aerial Defence Unit,7.0,733.0,101.02171311213091,200.0,48.32,2009-01-06,2009-12-31,set,False,79.99,0.9797724057402027
5980-1,Space,Space Police 3,2009,Squidman's Pitstop,4.0,389.0,63.1338347102816,83.38,45.02,2009-01-08,2009-12-31,set,False,49.99,0.32068644939163227
5595-1,Duplo,LEGO Ville,2009,Airport,4.0,59.0,113.65100591274735,117.45,81.16,2009-01-08,2011-12-31,set,False,89.99,0.03342684085145038
3843-1,Games,,2009,Ramses Pyramid ,13.0,217.0,37.8752491090487,35.0,22.64,2009-01-08,2011-12-31,set,False,29.99,-0.07591366860110715
3841-1,Games,,2009,Minotaurus,12.0,211.0,31.560602708740483,39.64,20.0,2009-01-08,2013-12-31,set,False,24.99,0.25599629277745023
3840-1,Games,,2009,Pirate Code,1.0,268.0,12.616663507815824,18.12,,2009-01-08,2011-07-31,set,False,9.99,0.4361958681687077
8967-1,Agents,,2009,Gold Tooth's Getaway,2.0,68.0,12.616663507815824,28.47,7.37,2009-01-06,2009-12-31,set,False,9.99,1.2565395345895753
8964-1,Power Miners,,2009,Titanium Command Rig,5.0,706.0,126.28029871336379,231.59,85.87,2009-01-06,2010-12-31,set,False,99.99,0.8339361116469363
21005-1,Architecture,Architect Series,2009,Fallingwater,,811.0,126.28029871336379,392.42,217.18,2009-01-07,2011-04-30,set,False,99.99,2.1075314518437356
7097-1,Castle,Fantasy Era,2009,Trolls' Mountain Fortress,10.0,844.0,126.28029871336379,259.65,196.43,2009-01-06,2010-12-31,set,False,99.99,1.0561402106702662
5639-1,Duplo,LEGO Ville,2009,Family House,4.0,71.0,88.39242031151446,117.45,65.9,2009-01-06,2012-12-31,set,False,69.99,0.3287338392373487
7198-1,Indiana Jones,Last Crusade,2009,Fighter Plane Attack,3.0,384.0,63.1338347102816,276.25,112.24,2009-01-06,2010-07-31,set,False,49.99,3.375625229604683
7197-1,Indiana Jones,Last Crusade,2009,Venice Canal Chase,4.0,420.0,50.50454190966515,125.73,76.61,2009-01-06,2010-07-31,set,False,39.99,1.4894790695238205
5979-1,Space,Space Police 3,2009,Max Security Transport,3.0,330.0,50.50454190966515,116.75,80.0,2009-01-08,2009-12-31,set,False,39.99,1.3116732789859704
7746-1,City,Construction,2009,Single-Drum Roller,2.0,208.0,37.8752491090487,51.91,38.88,2009-01-02,2010-12-31,set,False,29.99,0.370552041797615
